14:57:10 [INFO] Initializing The Village...
14:57:11 [INFO] Screen: 1280x720
14:57:11 [INFO] Created new world with seed 1483737871
14:57:11 [INFO] Initialization complete
14:57:11 [INFO] Starting simulation loop
14:57:21 [DEBUG] Tick 100: pop=40, food=0.5, stability=0.66
18:17:01 [DEBUG] Tick 119900: pop=37, food=84.2, stability=0.86
18:17:11 [DEBUG] Tick 120000: pop=37, food=43.8, stability=0.80
18:17:11 [INFO] Auto-saved to saves\autosave.json
18:17:21 [DEBUG] Tick 120100: pop=37, food=20.7, stability=0.78
18:17:31 [DEBUG] Tick 120200: pop=37, food=22.5, stability=0.78
18:17:41 [DEBUG] Tick 120300: pop=37, food=18.3, stability=0.77
18:17:51 [DEBUG] Tick 120400: pop=37, food=53.4, stability=0.82
18:18:01 [DEBUG] Tick 120500: pop=37, food=58.9, stability=0.82
18:18:11 [DEBUG] Tick 120600: pop=37, food=71.0, stability=0.84
18:18:21 [DEBUG] Tick 120700: pop=37, food=99.2, stability=0.87
18:18:31 [DEBUG] Tick 120800: pop=37, food=56.9, stability=0.82
18:18:41 [DEBUG] Tick 120900: pop=37, food=57.3, stability=0.82
18:18:51 [DEBUG] Tick 121000: pop=37, food=31.0, stability=0.79
18:19:01 [DEBUG] Tick 121100: pop=37, food=68.6, stability=0.84
18:19:11 [DEBUG] Tick 121200: pop=37, food=71.0, stability=0.84
18:19:21 [DEBUG] Tick 121300: pop=37, food=152.5, stability=0.94
18:19:31 [DEBUG] Tick 121400: pop=37, food=219.7, stability=1.00
18:19:41 [DEBUG] Tick 121500: pop=38, food=238.6, stability=1.00
18:19:51 [DEBUG] Tick 121600: pop=38, food=214.3, stability=1.00
18:20:01 [DEBUG] Tick 121700: pop=38, food=201.3, stability=1.00
18:20:11 [DEBUG] Tick 121800: pop=38, food=133.1, stability=0.92
18:20:21 [DEBUG] Tick 121900: pop=38, food=159.3, stability=0.95
18:20:31 [DEBUG] Tick 122000: pop=39, food=114.9, stability=0.89
18:20:41 [DEBUG] Tick 122100: pop=39, food=24.6, stability=0.78
18:20:51 [DEBUG] Tick 122200: pop=39, food=29.7, stability=0.79
18:21:01 [DEBUG] Tick 122300: pop=39, food=63.1, stability=0.83
18:21:11 [DEBUG] Tick 122400: pop=39, food=20.3, stability=0.78
18:21:21 [DEBUG] Tick 122500: pop=39, food=22.0, stability=0.78
18:21:31 [DEBUG] Tick 122600: pop=39, food=19.3, stability=0.77
18:21:41 [DEBUG] Tick 122700: pop=39, food=18.8, stability=0.77
18:21:51 [DEBUG] Tick 122800: pop=39, food=52.8, stability=0.82
18:22:01 [DEBUG] Tick 122900: pop=39, food=19.7, stability=0.77
18:22:11 [DEBUG] Tick 123000: pop=39, food=24.7, stability=0.78
18:22:11 [INFO] Auto-saved to saves\autosave.json
18:22:21 [DEBUG] Tick 123100: pop=39, food=46.5, stability=0.81
18:22:31 [DEBUG] Tick 123200: pop=39, food=25.7, stability=0.78
18:22:41 [DEBUG] Tick 123300: pop=39, food=23.2, stability=0.78
18:22:51 [DEBUG] Tick 123400: pop=39, food=31.3, stability=0.79
18:23:01 [DEBUG] Tick 123500: pop=39, food=40.6, stability=0.80
18:23:11 [DEBUG] Tick 123600: pop=39, food=86.1, stability=0.86
18:23:21 [DEBUG] Tick 123700: pop=39, food=49.8, stability=0.81
18:23:31 [DEBUG] Tick 123800: pop=39, food=57.8, stability=0.82
18:23:41 [DEBUG] Tick 123900: pop=39, food=77.8, stability=0.85
18:23:51 [DEBUG] Tick 124000: pop=39, food=145.5, stability=0.93
18:24:01 [DEBUG] Tick 124100: pop=39, food=132.8, stability=0.92
18:24:11 [DEBUG] Tick 124200: pop=39, food=112.4, stability=0.89
18:24:21 [DEBUG] Tick 124300: pop=38, food=115.0, stability=0.89
18:24:31 [DEBUG] Tick 124400: pop=38, food=157.0, stability=0.95
18:24:41 [DEBUG] Tick 124500: pop=37, food=167.3, stability=0.96
18:24:51 [DEBUG] Tick 124600: pop=36, food=268.2, stability=1.00
18:25:01 [DEBUG] Tick 124700: pop=37, food=342.9, stability=1.00
18:25:11 [DEBUG] Tick 124800: pop=35, food=468.5, stability=1.00
18:25:21 [DEBUG] Tick 124900: pop=35, food=697.0, stability=1.00
18:25:31 [DEBUG] Tick 125000: pop=39, food=829.2, stability=1.00
18:25:41 [DEBUG] Tick 125100: pop=39, food=890.8, stability=1.00
18:25:51 [DEBUG] Tick 125200: pop=39, food=829.8, stability=1.00
18:26:01 [DEBUG] Tick 125300: pop=40, food=789.7, stability=1.00
18:26:11 [DEBUG] Tick 125400: pop=40, food=748.7, stability=1.00
18:26:21 [DEBUG] Tick 125500: pop=42, food=613.1, stability=1.00
18:26:31 [DEBUG] Tick 125600: pop=43, food=489.4, stability=1.00
18:26:41 [DEBUG] Tick 125700: pop=43, food=307.3, stability=1.00
18:26:51 [DEBUG] Tick 125800: pop=43, food=99.7, stability=0.87
18:27:01 [DEBUG] Tick 125900: pop=43, food=19.8, stability=0.77
18:27:11 [DEBUG] Tick 126000: pop=43, food=31.3, stability=0.79
18:27:11 [INFO] Auto-saved to saves\autosave.json
18:27:21 [DEBUG] Tick 126100: pop=43, food=19.3, stability=0.77
18:27:31 [DEBUG] Tick 126200: pop=43, food=19.8, stability=0.77
18:27:41 [DEBUG] Tick 126300: pop=43, food=19.6, stability=0.77
18:27:51 [DEBUG] Tick 126400: pop=43, food=20.4, stability=0.78
18:28:01 [DEBUG] Tick 126500: pop=43, food=23.1, stability=0.78
18:28:11 [DEBUG] Tick 126600: pop=43, food=19.5, stability=0.77
18:28:21 [DEBUG] Tick 126700: pop=43, food=19.5, stability=0.77
18:28:31 [DEBUG] Tick 126800: pop=43, food=26.8, stability=0.78
18:28:41 [DEBUG] Tick 126900: pop=43, food=20.2, stability=0.78
18:28:51 [DEBUG] Tick 127000: pop=43, food=19.8, stability=0.77
18:29:01 [DEBUG] Tick 127100: pop=43, food=19.9, stability=0.77
18:29:11 [DEBUG] Tick 127200: pop=43, food=20.0, stability=0.78
18:29:21 [DEBUG] Tick 127300: pop=43, food=21.6, stability=0.78
18:29:31 [DEBUG] Tick 127400: pop=43, food=21.3, stability=0.78
18:29:41 [DEBUG] Tick 127500: pop=43, food=28.0, stability=0.78
18:29:51 [DEBUG] Tick 127600: pop=43, food=19.5, stability=0.77
18:30:01 [DEBUG] Tick 127700: pop=42, food=20.0, stability=0.78
18:30:11 [DEBUG] Tick 127800: pop=42, food=30.0, stability=0.79
18:30:21 [DEBUG] Tick 127900: pop=42, food=19.6, stability=0.77
18:30:31 [DEBUG] Tick 128000: pop=42, food=26.8, stability=0.78
18:30:41 [DEBUG] Tick 128100: pop=42, food=21.6, stability=0.78
18:30:51 [DEBUG] Tick 128200: pop=42, food=28.6, stability=0.79
18:31:01 [DEBUG] Tick 128300: pop=42, food=20.1, stability=0.78
18:31:11 [DEBUG] Tick 128400: pop=42, food=23.1, stability=0.78
18:31:21 [DEBUG] Tick 128500: pop=41, food=19.7, stability=0.77
18:31:31 [DEBUG] Tick 128600: pop=41, food=27.5, stability=0.78
18:31:41 [DEBUG] Tick 128700: pop=41, food=33.1, stability=0.79
18:31:51 [DEBUG] Tick 128800: pop=41, food=20.1, stability=0.78
18:32:01 [DEBUG] Tick 128900: pop=41, food=20.0, stability=0.78
18:32:11 [DEBUG] Tick 129000: pop=41, food=22.7, stability=0.78
18:32:11 [INFO] Auto-saved to saves\autosave.json
18:32:21 [DEBUG] Tick 129100: pop=41, food=19.9, stability=0.77
18:32:31 [DEBUG] Tick 129200: pop=41, food=20.0, stability=0.77
18:32:41 [DEBUG] Tick 129300: pop=41, food=55.1, stability=0.82
18:32:51 [DEBUG] Tick 129400: pop=41, food=23.9, stability=0.78
18:33:01 [DEBUG] Tick 129500: pop=41, food=20.2, stability=0.78
18:33:11 [DEBUG] Tick 129600: pop=41, food=29.8, stability=0.79
18:33:21 [DEBUG] Tick 129700: pop=41, food=65.9, stability=0.83
18:33:31 [DEBUG] Tick 129800: pop=41, food=22.5, stability=0.78
18:33:41 [DEBUG] Tick 129900: pop=40, food=34.4, stability=0.79
18:33:51 [DEBUG] Tick 130000: pop=40, food=37.6, stability=0.80
18:34:01 [DEBUG] Tick 130100: pop=40, food=72.2, stability=0.84
18:34:11 [DEBUG] Tick 130200: pop=40, food=52.6, stability=0.82
18:34:21 [DEBUG] Tick 130300: pop=40, food=25.7, stability=0.78
18:34:31 [DEBUG] Tick 130400: pop=40, food=35.7, stability=0.79
18:34:41 [DEBUG] Tick 130500: pop=40, food=26.6, stability=0.78
18:34:51 [DEBUG] Tick 130600: pop=40, food=20.5, stability=0.78
18:35:01 [DEBUG] Tick 130700: pop=40, food=30.6, stability=0.79
18:35:11 [DEBUG] Tick 130800: pop=40, food=33.6, stability=0.79
18:35:21 [DEBUG] Tick 130900: pop=40, food=71.5, stability=0.84
18:35:31 [DEBUG] Tick 131000: pop=40, food=22.0, stability=0.78
18:35:41 [DEBUG] Tick 131100: pop=40, food=23.8, stability=0.78
18:35:51 [DEBUG] Tick 131200: pop=40, food=20.0, stability=0.78
18:36:01 [DEBUG] Tick 131300: pop=39, food=27.3, stability=0.78
18:36:11 [DEBUG] Tick 131400: pop=39, food=101.3, stability=0.88
18:36:21 [DEBUG] Tick 131500: pop=39, food=139.8, stability=0.92
18:36:31 [DEBUG] Tick 131600: pop=39, food=161.9, stability=0.95
18:36:41 [DEBUG] Tick 131700: pop=39, food=166.7, stability=0.96
18:36:51 [DEBUG] Tick 131800: pop=39, food=235.6, stability=1.00
18:37:01 [DEBUG] Tick 131900: pop=39, food=308.7, stability=1.00
18:37:11 [DEBUG] Tick 132000: pop=39, food=354.9, stability=1.00
18:37:11 [INFO] Auto-saved to saves\autosave.json
18:37:21 [DEBUG] Tick 132100: pop=40, food=429.1, stability=1.00
18:37:31 [DEBUG] Tick 132200: pop=41, food=427.8, stability=1.00
18:37:41 [DEBUG] Tick 132300: pop=43, food=315.0, stability=1.00
18:37:51 [DEBUG] Tick 132400: pop=43, food=182.6, stability=0.98
18:38:01 [DEBUG] Tick 132500: pop=43, food=122.8, stability=0.90
18:38:11 [DEBUG] Tick 132600: pop=43, food=20.6, stability=0.78
18:38:21 [DEBUG] Tick 132700: pop=43, food=28.1, stability=0.79
18:38:31 [DEBUG] Tick 132800: pop=43, food=20.5, stability=0.78
18:38:41 [DEBUG] Tick 132900: pop=43, food=25.1, stability=0.78
18:38:51 [DEBUG] Tick 133000: pop=43, food=20.0, stability=0.78
18:39:01 [DEBUG] Tick 133100: pop=42, food=43.3, stability=0.80
18:39:11 [DEBUG] Tick 133200: pop=42, food=24.4, stability=0.78
18:39:21 [DEBUG] Tick 133300: pop=42, food=20.2, stability=0.78
18:39:31 [DEBUG] Tick 133400: pop=42, food=19.8, stability=0.77
18:39:41 [DEBUG] Tick 133500: pop=42, food=20.6, stability=0.78
18:39:51 [DEBUG] Tick 133600: pop=42, food=24.2, stability=0.78
18:40:01 [DEBUG] Tick 133700: pop=42, food=22.2, stability=0.78
18:40:11 [DEBUG] Tick 133800: pop=42, food=20.0, stability=0.77
18:40:21 [DEBUG] Tick 133900: pop=42, food=23.7, stability=0.78
18:40:31 [DEBUG] Tick 134000: pop=42, food=19.8, stability=0.77
18:40:41 [DEBUG] Tick 134100: pop=42, food=20.4, stability=0.78
18:40:51 [DEBUG] Tick 134200: pop=42, food=19.7, stability=0.77
18:41:01 [DEBUG] Tick 134300: pop=42, food=29.2, stability=0.79
18:41:11 [DEBUG] Tick 134400: pop=42, food=26.9, stability=0.78
18:41:21 [DEBUG] Tick 134500: pop=42, food=24.3, stability=0.78
18:41:31 [DEBUG] Tick 134600: pop=42, food=21.8, stability=0.78
18:41:41 [DEBUG] Tick 134700: pop=42, food=23.9, stability=0.78
18:41:51 [DEBUG] Tick 134800: pop=42, food=20.8, stability=0.78
18:42:01 [DEBUG] Tick 134900: pop=42, food=36.4, stability=0.80
18:42:11 [DEBUG] Tick 135000: pop=42, food=25.3, stability=0.78
18:42:11 [INFO] Auto-saved to saves\autosave.json
18:42:21 [DEBUG] Tick 135100: pop=42, food=20.4, stability=0.78
18:42:31 [DEBUG] Tick 135200: pop=42, food=20.7, stability=0.78
18:42:41 [DEBUG] Tick 135300: pop=42, food=27.1, stability=0.78
18:42:51 [DEBUG] Tick 135400: pop=42, food=22.0, stability=0.78
18:43:01 [DEBUG] Tick 135500: pop=42, food=20.7, stability=0.78
18:43:11 [DEBUG] Tick 135600: pop=42, food=27.1, stability=0.78
18:43:21 [DEBUG] Tick 135700: pop=42, food=23.9, stability=0.78
18:43:31 [DEBUG] Tick 135800: pop=42, food=25.8, stability=0.78
18:43:41 [DEBUG] Tick 135900: pop=42, food=21.1, stability=0.78
18:43:51 [DEBUG] Tick 136000: pop=42, food=32.9, stability=0.79
18:44:01 [DEBUG] Tick 136100: pop=42, food=21.0, stability=0.78
18:44:11 [DEBUG] Tick 136200: pop=42, food=23.8, stability=0.78
18:44:21 [DEBUG] Tick 136300: pop=42, food=23.5, stability=0.78
18:44:31 [DEBUG] Tick 136400: pop=42, food=20.0, stability=0.77
18:44:41 [DEBUG] Tick 136500: pop=42, food=26.8, stability=0.78
18:44:51 [DEBUG] Tick 136600: pop=42, food=21.1, stability=0.78
18:45:01 [DEBUG] Tick 136700: pop=42, food=23.7, stability=0.78
18:45:11 [DEBUG] Tick 136800: pop=42, food=27.1, stability=0.78
18:45:21 [DEBUG] Tick 136900: pop=42, food=20.6, stability=0.78
18:45:31 [DEBUG] Tick 137000: pop=42, food=64.9, stability=0.83
18:45:41 [DEBUG] Tick 137100: pop=42, food=29.0, stability=0.79
18:45:51 [DEBUG] Tick 137200: pop=42, food=24.5, stability=0.78
18:46:01 [DEBUG] Tick 137300: pop=42, food=44.7, stability=0.81
18:46:11 [DEBUG] Tick 137400: pop=42, food=24.2, stability=0.78
18:46:21 [DEBUG] Tick 137500: pop=42, food=23.9, stability=0.78
18:46:31 [DEBUG] Tick 137600: pop=42, food=20.2, stability=0.78
18:46:41 [DEBUG] Tick 137700: pop=42, food=20.9, stability=0.78
18:46:51 [DEBUG] Tick 137800: pop=42, food=36.4, stability=0.80
18:47:01 [DEBUG] Tick 137900: pop=42, food=21.4, stability=0.78
18:47:11 [DEBUG] Tick 138000: pop=42, food=34.3, stability=0.79
18:47:11 [INFO] Auto-saved to saves\autosave.json
18:47:21 [DEBUG] Tick 138100: pop=42, food=30.2, stability=0.79
18:47:31 [DEBUG] Tick 138200: pop=42, food=23.9, stability=0.78
18:47:41 [DEBUG] Tick 138300: pop=42, food=37.3, stability=0.80
18:47:51 [DEBUG] Tick 138400: pop=42, food=31.0, stability=0.79
18:48:01 [DEBUG] Tick 138500: pop=42, food=22.6, stability=0.78
18:48:11 [DEBUG] Tick 138600: pop=42, food=61.3, stability=0.83
18:48:21 [DEBUG] Tick 138700: pop=42, food=22.5, stability=0.78
18:48:31 [DEBUG] Tick 138800: pop=42, food=21.9, stability=0.78
18:48:41 [DEBUG] Tick 138900: pop=42, food=26.5, stability=0.78
18:48:51 [DEBUG] Tick 139000: pop=42, food=23.3, stability=0.78
18:49:01 [DEBUG] Tick 139100: pop=42, food=32.1, stability=0.79
18:49:11 [DEBUG] Tick 139200: pop=41, food=23.4, stability=0.78
18:49:21 [DEBUG] Tick 139300: pop=41, food=24.0, stability=0.78
18:49:31 [DEBUG] Tick 139400: pop=40, food=47.3, stability=0.81
18:49:41 [DEBUG] Tick 139500: pop=40, food=108.0, stability=0.89
18:49:51 [DEBUG] Tick 139600: pop=40, food=151.5, stability=0.94
18:50:01 [DEBUG] Tick 139700: pop=40, food=214.8, stability=1.00
18:50:11 [DEBUG] Tick 139800: pop=41, food=201.6, stability=1.00
18:50:21 [DEBUG] Tick 139900: pop=41, food=220.7, stability=1.00
18:50:31 [DEBUG] Tick 140000: pop=41, food=251.9, stability=1.00
18:50:41 [DEBUG] Tick 140100: pop=41, food=231.5, stability=1.00
18:50:51 [DEBUG] Tick 140200: pop=42, food=219.6, stability=1.00
18:51:01 [DEBUG] Tick 140300: pop=42, food=242.3, stability=1.00
18:51:11 [DEBUG] Tick 140400: pop=42, food=193.1, stability=0.99
18:51:21 [DEBUG] Tick 140500: pop=43, food=138.1, stability=0.92
18:51:31 [DEBUG] Tick 140600: pop=44, food=71.7, stability=0.84
18:51:41 [DEBUG] Tick 140700: pop=44, food=23.9, stability=0.78
18:51:51 [DEBUG] Tick 140800: pop=44, food=20.6, stability=0.78
18:52:01 [DEBUG] Tick 140900: pop=44, food=20.8, stability=0.78
18:52:11 [DEBUG] Tick 141000: pop=44, food=26.9, stability=0.78
18:52:11 [INFO] Auto-saved to saves\autosave.json
18:52:21 [DEBUG] Tick 141100: pop=44, food=21.4, stability=0.78
18:52:31 [DEBUG] Tick 141200: pop=44, food=21.2, stability=0.78
18:52:41 [DEBUG] Tick 141300: pop=44, food=23.7, stability=0.78
18:52:51 [DEBUG] Tick 141400: pop=44, food=21.0, stability=0.78
18:53:01 [DEBUG] Tick 141500: pop=44, food=24.3, stability=0.78
18:53:11 [DEBUG] Tick 141600: pop=44, food=31.3, stability=0.79
18:53:21 [DEBUG] Tick 141700: pop=44, food=26.9, stability=0.78
18:53:31 [DEBUG] Tick 141800: pop=44, food=21.1, stability=0.78
18:53:41 [DEBUG] Tick 141900: pop=44, food=43.0, stability=0.80
18:53:51 [DEBUG] Tick 142000: pop=44, food=26.3, stability=0.78
18:54:01 [DEBUG] Tick 142100: pop=44, food=21.0, stability=0.78
18:54:11 [DEBUG] Tick 142200: pop=44, food=20.7, stability=0.78
18:54:21 [DEBUG] Tick 142300: pop=44, food=32.1, stability=0.79
18:54:31 [DEBUG] Tick 142400: pop=44, food=38.9, stability=0.80
18:54:41 [DEBUG] Tick 142500: pop=44, food=25.3, stability=0.78
18:54:51 [DEBUG] Tick 142600: pop=44, food=22.2, stability=0.78
18:55:01 [DEBUG] Tick 142700: pop=42, food=20.6, stability=0.78
18:55:11 [DEBUG] Tick 142800: pop=42, food=64.7, stability=0.83
18:55:21 [DEBUG] Tick 142900: pop=42, food=66.3, stability=0.83
18:55:31 [DEBUG] Tick 143000: pop=42, food=50.1, stability=0.81
18:55:41 [DEBUG] Tick 143100: pop=42, food=43.1, stability=0.80
18:55:51 [DEBUG] Tick 143200: pop=42, food=53.9, stability=0.82
18:56:01 [DEBUG] Tick 143300: pop=42, food=65.1, stability=0.83
18:56:11 [DEBUG] Tick 143400: pop=42, food=60.4, stability=0.83
18:56:21 [DEBUG] Tick 143500: pop=42, food=67.8, stability=0.83
18:56:31 [DEBUG] Tick 143600: pop=42, food=92.7, stability=0.87
18:56:41 [DEBUG] Tick 143700: pop=42, food=125.3, stability=0.91
18:56:51 [DEBUG] Tick 143800: pop=42, food=93.1, stability=0.87
18:57:01 [DEBUG] Tick 143900: pop=42, food=148.3, stability=0.94
18:57:11 [DEBUG] Tick 144000: pop=42, food=196.3, stability=1.00
18:57:11 [INFO] Auto-saved to saves\autosave.json
18:57:21 [DEBUG] Tick 144100: pop=42, food=205.6, stability=1.00
18:57:31 [DEBUG] Tick 144200: pop=42, food=195.2, stability=0.99
18:57:41 [DEBUG] Tick 144300: pop=42, food=197.2, stability=1.00
18:57:51 [DEBUG] Tick 144400: pop=43, food=188.5, stability=0.99
18:58:01 [DEBUG] Tick 144500: pop=43, food=89.4, stability=0.86
18:58:11 [DEBUG] Tick 144600: pop=43, food=21.2, stability=0.78
18:58:21 [DEBUG] Tick 144700: pop=43, food=20.7, stability=0.78
18:58:31 [DEBUG] Tick 144800: pop=43, food=23.3, stability=0.78
18:58:41 [DEBUG] Tick 144900: pop=43, food=36.8, stability=0.80
18:58:51 [DEBUG] Tick 145000: pop=43, food=39.5, stability=0.80
18:59:01 [DEBUG] Tick 145100: pop=43, food=52.9, stability=0.82
18:59:11 [DEBUG] Tick 145200: pop=43, food=26.7, stability=0.78
18:59:21 [DEBUG] Tick 145300: pop=43, food=44.5, stability=0.81
18:59:31 [DEBUG] Tick 145400: pop=43, food=20.9, stability=0.78
18:59:41 [DEBUG] Tick 145500: pop=43, food=27.1, stability=0.78
18:59:51 [DEBUG] Tick 145600: pop=43, food=30.8, stability=0.79
19:00:01 [DEBUG] Tick 145700: pop=43, food=32.0, stability=0.79
19:00:11 [DEBUG] Tick 145800: pop=43, food=21.3, stability=0.78
19:00:21 [DEBUG] Tick 145900: pop=43, food=22.3, stability=0.78
19:00:31 [DEBUG] Tick 146000: pop=43, food=45.9, stability=0.81
19:00:41 [DEBUG] Tick 146100: pop=43, food=62.6, stability=0.83
19:00:51 [DEBUG] Tick 146200: pop=43, food=57.3, stability=0.82
19:01:01 [DEBUG] Tick 146300: pop=43, food=74.7, stability=0.84
19:01:11 [DEBUG] Tick 146400: pop=43, food=49.5, stability=0.81
19:01:21 [DEBUG] Tick 146500: pop=43, food=40.9, stability=0.80
19:01:31 [DEBUG] Tick 146600: pop=43, food=25.4, stability=0.78
19:01:41 [DEBUG] Tick 146700: pop=43, food=37.2, stability=0.80
19:01:51 [DEBUG] Tick 146800: pop=43, food=23.4, stability=0.78
19:02:01 [DEBUG] Tick 146900: pop=42, food=49.1, stability=0.81
19:02:11 [DEBUG] Tick 147000: pop=42, food=34.8, stability=0.79
19:02:11 [INFO] Auto-saved to saves\autosave.json
19:02:21 [DEBUG] Tick 147100: pop=42, food=67.8, stability=0.83
19:02:31 [DEBUG] Tick 147200: pop=41, food=89.6, stability=0.86
19:02:41 [DEBUG] Tick 147300: pop=41, food=131.5, stability=0.91
19:02:51 [DEBUG] Tick 147400: pop=41, food=195.4, stability=0.99
19:03:01 [DEBUG] Tick 147500: pop=41, food=269.5, stability=1.00
19:03:11 [DEBUG] Tick 147600: pop=42, food=293.9, stability=1.00
19:03:21 [DEBUG] Tick 147700: pop=42, food=324.9, stability=1.00
19:03:31 [DEBUG] Tick 147800: pop=44, food=312.0, stability=1.00
19:03:41 [DEBUG] Tick 147900: pop=44, food=234.9, stability=1.00
19:03:51 [DEBUG] Tick 148000: pop=44, food=131.6, stability=0.91
19:04:01 [DEBUG] Tick 148100: pop=45, food=25.3, stability=0.78
19:04:11 [DEBUG] Tick 148200: pop=45, food=21.3, stability=0.78
19:04:21 [DEBUG] Tick 148300: pop=45, food=21.1, stability=0.78
19:04:31 [DEBUG] Tick 148400: pop=45, food=24.0, stability=0.78
19:04:41 [DEBUG] Tick 148500: pop=45, food=23.2, stability=0.78
19:04:51 [DEBUG] Tick 148600: pop=45, food=21.4, stability=0.78
19:05:01 [DEBUG] Tick 148700: pop=44, food=37.1, stability=0.80
19:05:11 [DEBUG] Tick 148800: pop=44, food=34.9, stability=0.79
19:05:21 [DEBUG] Tick 148900: pop=44, food=28.1, stability=0.79
19:05:31 [DEBUG] Tick 149000: pop=44, food=32.7, stability=0.79
19:05:41 [DEBUG] Tick 149100: pop=44, food=21.2, stability=0.78
19:05:51 [DEBUG] Tick 149200: pop=44, food=30.4, stability=0.79
19:06:01 [DEBUG] Tick 149300: pop=44, food=21.6, stability=0.78
19:06:11 [DEBUG] Tick 149400: pop=44, food=27.4, stability=0.78
19:06:21 [DEBUG] Tick 149500: pop=44, food=33.4, stability=0.79
19:06:31 [DEBUG] Tick 149600: pop=44, food=28.1, stability=0.79
19:06:41 [DEBUG] Tick 149700: pop=44, food=21.6, stability=0.78
19:06:51 [DEBUG] Tick 149800: pop=44, food=21.2, stability=0.78
19:07:01 [DEBUG] Tick 149900: pop=43, food=31.4, stability=0.79
19:07:11 [DEBUG] Tick 150000: pop=43, food=27.3, stability=0.78
19:07:11 [INFO] Auto-saved to saves\autosave.json
19:07:21 [DEBUG] Tick 150100: pop=43, food=52.5, stability=0.82
19:07:31 [DEBUG] Tick 150200: pop=43, food=90.8, stability=0.86
19:07:41 [DEBUG] Tick 150300: pop=43, food=36.3, stability=0.80
19:07:51 [DEBUG] Tick 150400: pop=43, food=46.0, stability=0.81
19:08:01 [DEBUG] Tick 150500: pop=43, food=26.5, stability=0.78
19:08:11 [DEBUG] Tick 150600: pop=43, food=27.4, stability=0.78
19:08:21 [DEBUG] Tick 150700: pop=43, food=31.4, stability=0.79
19:08:31 [DEBUG] Tick 150800: pop=43, food=28.8, stability=0.79
19:08:41 [DEBUG] Tick 150900: pop=43, food=41.6, stability=0.80
19:08:51 [DEBUG] Tick 151000: pop=43, food=35.5, stability=0.79
19:09:01 [DEBUG] Tick 151100: pop=43, food=20.8, stability=0.78
19:09:11 [DEBUG] Tick 151200: pop=43, food=22.1, stability=0.78
19:09:21 [DEBUG] Tick 151300: pop=43, food=25.8, stability=0.78
19:09:31 [DEBUG] Tick 151400: pop=43, food=21.0, stability=0.78
19:09:41 [DEBUG] Tick 151500: pop=43, food=22.0, stability=0.78
19:09:51 [DEBUG] Tick 151600: pop=43, food=30.8, stability=0.79
19:10:01 [DEBUG] Tick 151700: pop=43, food=48.4, stability=0.81
19:10:11 [DEBUG] Tick 151800: pop=43, food=20.9, stability=0.78
19:10:21 [DEBUG] Tick 151900: pop=43, food=23.4, stability=0.78
19:10:31 [DEBUG] Tick 152000: pop=43, food=35.4, stability=0.79
19:10:41 [DEBUG] Tick 152100: pop=43, food=47.9, stability=0.81
19:10:51 [DEBUG] Tick 152200: pop=43, food=45.3, stability=0.81
19:11:01 [DEBUG] Tick 152300: pop=43, food=37.3, stability=0.80
19:11:11 [DEBUG] Tick 152400: pop=43, food=57.6, stability=0.82
19:11:21 [DEBUG] Tick 152500: pop=43, food=33.9, stability=0.79
19:11:31 [DEBUG] Tick 152600: pop=43, food=35.9, stability=0.79
19:11:41 [DEBUG] Tick 152700: pop=43, food=33.3, stability=0.79
19:11:51 [DEBUG] Tick 152800: pop=43, food=24.3, stability=0.78
19:12:01 [DEBUG] Tick 152900: pop=43, food=50.4, stability=0.81
19:12:11 [DEBUG] Tick 153000: pop=43, food=68.0, stability=0.83
19:12:11 [INFO] Auto-saved to saves\autosave.json
19:12:21 [DEBUG] Tick 153100: pop=43, food=83.8, stability=0.85
19:12:31 [DEBUG] Tick 153200: pop=43, food=69.2, stability=0.84
19:12:41 [DEBUG] Tick 153300: pop=43, food=59.7, stability=0.82
19:12:51 [DEBUG] Tick 153400: pop=43, food=30.0, stability=0.79
19:13:01 [DEBUG] Tick 153500: pop=43, food=29.6, stability=0.79
19:13:11 [DEBUG] Tick 153600: pop=43, food=22.8, stability=0.78
19:13:21 [DEBUG] Tick 153700: pop=43, food=49.4, stability=0.81
19:13:31 [DEBUG] Tick 153800: pop=43, food=26.7, stability=0.78
19:13:41 [DEBUG] Tick 153900: pop=43, food=23.6, stability=0.78
19:13:51 [DEBUG] Tick 154000: pop=43, food=22.3, stability=0.78
19:14:01 [DEBUG] Tick 154100: pop=43, food=22.4, stability=0.78
19:14:11 [DEBUG] Tick 154200: pop=43, food=29.6, stability=0.79
19:14:21 [DEBUG] Tick 154300: pop=43, food=30.3, stability=0.79
19:14:31 [DEBUG] Tick 154400: pop=43, food=24.0, stability=0.78
19:14:41 [DEBUG] Tick 154500: pop=43, food=29.5, stability=0.79
19:14:51 [DEBUG] Tick 154600: pop=43, food=95.5, stability=0.87
19:15:01 [DEBUG] Tick 154700: pop=43, food=32.0, stability=0.79
19:15:11 [DEBUG] Tick 154800: pop=43, food=32.2, stability=0.79
19:15:21 [DEBUG] Tick 154900: pop=43, food=55.9, stability=0.82
19:15:31 [DEBUG] Tick 155000: pop=43, food=32.5, stability=0.79
19:15:41 [DEBUG] Tick 155100: pop=42, food=27.6, stability=0.78
19:15:51 [DEBUG] Tick 155200: pop=41, food=74.8, stability=0.84
19:16:01 [DEBUG] Tick 155300: pop=41, food=157.6, stability=0.95
19:16:11 [DEBUG] Tick 155400: pop=41, food=179.3, stability=0.97
